Make,Model,Year,Front Wheel Size (in),SAE Net Horsepower @ RPM,Displacement,Engine Type,"Width, Max w/o mirrors (in)","Height, Overall (in)","Length, Overall (in)",Gas Mileage,Drivetrain,Passenger Capacity,Passenger Doors,Body Style,MSRP
Lincoln,Navigator,2020,22,450,35,6,79,76,210,16,4WD,7,4,SUV,96
Maserati,Ghibli,2014,18,340,30,6,76,57,195,16,RWD,5,4,4dr,66
Maserati,Ghibli,2015,19,340,30,6,76,57,195,15,RWD,5,4,4dr,69
Maserati,Ghibli,2016,19,340,30,6,76,57,195,17,RWD,5,4,4dr,70
Maserati,Ghibli,2020,19,340,30,6,76,57,195,17,RWD,5,4,4dr,69
Maserati,GranTurismo,2010,19,400,42,8,75,53,192,12,RWD,4,2,2dr,118
Maserati,GranTurismo,2011,19,400,42,8,75,53,192,13,RWD,4,2,2dr,118
Maserati,GranTurismo,2012,20,440,47,8,75,52,194,13,RWD,4,2,2dr,139
Maserati,GranTurismo,2013,20,450,47,8,75,52,194,13,RWD,4,2,2dr,142
Maserati,GranTurismo,2014,20,450,47,8,75,52,194,nan,RWD,4,2,2dr,143
Maserati,GranTurismo,2015,20,450,47,8,75,52,194,13,RWD,4,2,2dr,150
Maserati,GranTurismo,2016,20,450,47,8,75,52,194,13,RWD,4,2,2dr,150
Maserati,GranTurismo,2017,20,450,47,8,75,52,194,13,RWD,4,2,2dr,150
Maserati,GranTurismo,2019,20,450,47,8,75,53,193,13,RWD,4,2,Convertible,162
Maserati,Levante,2013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Maserati,Levante,2017,19,340,30,6,77,66,197,14,AWD,5,4,SUV,72
Maserati,Levante,2019,19,340,30,6,77,66,197,15,AWD,5,4,SUV,75
Maserati,Levante,2020,19,340,30,6,77,66,197,15,AWD,5,4,SUV,72
Maserati,Quattroporte,2011,18,400,42,8,74,56,200,nan,RWD,5,4,4dr,121
Maserati,Quattroporte,2012,19,420,47,8,74,56,200,11,RWD,5,4,4dr,127
Maserati,Quattroporte,2013,20,420,47,8,74,56,200,12,RWD,5,4,4dr,127
Maserati,Quattroporte,2014,20,520,38,8,76,58,207,nan,RWD,5,4,4dr,140
Maserati,Quattroporte,2015,20,520,38,8,76,58,207,13,RWD,5,4,4dr,140
Maserati,Quattroporte,2016,20,520,38,8,76,58,207,15,RWD,5,4,4dr,141
Maserati,Quattroporte,2017,20,520,38,8,76,58,207,15,RWD,5,4,4dr,145
Maserati,Quattroporte,2019,20,520,38,8,76,58,207,15,RWD,5,4,4dr,137
Mazda,CX-30,2020,16,180,25,4,70,61,173,nan,AWD,5,4,SUV,23
Mazda,CX-3,2016,18,140,20,4,69,60,168,27,AWD,5,4,SUV,26
Mazda,CX-3,2017,18,140,20,4,69,60,168,27,AWD,5,4,SUV,26
Mazda,CX-3,2019,18,140,20,4,69,60,168,27,AWD,5,4,SUV,27
Mazda,CX-3,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mazda,CX-5,2013,19,150,20,4,72,67,179,25,AWD,5,4,SUV,28
Mazda,CX-5,2014,19,180,25,4,72,65,178,24,AWD,5,4,SUV,29
Mazda,CX-5,2015,19,180,25,4,72,65,178,24,AWD,5,4,SUV,29
Mazda,CX-5,2016,19,180,25,4,72,65,178,24,AWD,5,4,SUV,29
Mazda,CX-5,2017,19,180,25,4,72,65,179,23,AWD,5,4,SUV,30
Mazda,CX-5,2019,19,180,25,4,72,65,179,24,AWD,5,4,SUV,31
Mazda,CX-9,2011,20,270,37,6,76,68,200,16,AWD,7,4,SUV,34
Mazda,CX-9,2012,20,270,37,6,76,68,200,16,AWD,7,4,SUV,35
Mazda,CX-9,2013,20,270,37,6,76,68,200,16,AWD,7,4,SUV,36
Mazda,CX-9,2014,20,270,37,6,76,68,200,16,AWD,7,4,SUV,36
Mazda,CX-9,2015,20,270,37,6,76,68,200,16,AWD,7,4,SUV,36
Mazda,CX-9,2016,20,220,25,4,77,67,199,21,AWD,7,4,SUV,41
Mazda,CX-9,2017,20,220,25,4,77,67,199,20,AWD,7,4,SUV,42
Mazda,CX-9,2019,20,220,25,4,77,67,199,20,AWD,7,4,SUV,42
Mazda,CX-9,2020,20,220,25,4,77,67,199,20,AWD,7,4,SUV,43
Mazda,Mazda3 Hatchback,2020,18,180,25,4,70,56,175,24,AWD,5,4,4dr,25
Mazda,MAZDA3,2011,16,140,20,4,69,57,180,24,FWD,5,4,4dr,17
Mazda,MAZDA3,2012,17,150,20,4,69,57,180,28,FWD,5,4,4dr,22
Mazda,MAZDA3,2013,17,150,20,4,69,57,180,28,FWD,5,4,4dr,23
Mazda,MAZDA3,2014,16,150,20,4,70,57,180,30,FWD,5,4,4dr,23
Mazda,MAZDA3,2015,16,150,20,4,70,57,180,30,FWD,5,4,4dr,23
Mazda,MAZDA3,2016,16,150,20,4,70,57,180,30,FWD,5,4,4dr,23
Mazda,MAZDA3,2017,18,180,25,4,70,57,180,27,FWD,5,4,4dr,24
Mazda,MAZDA3,2019,18,180,25,4,70,56,175,24,AWD,5,4,4dr,25
Mazda,MAZDA3,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mazda,MAZDA6,2011,17,170,25,4,72,57,193,22,FWD,5,4,4dr,26
Mazda,MAZDA6,2012,17,170,25,4,72,57,193,22,FWD,5,4,4dr,27
Mazda,MAZDA6,2013,18,170,25,4,72,57,193,21,FWD,5,4,4dr,27
Mazda,MAZDA6,2014,19,180,25,4,72,57,191,26,FWD,5,4,4dr,29
Mazda,MAZDA6,2015,19,180,25,4,72,57,191,26,FWD,5,4,4dr,29
Mazda,MAZDA6,2016,19,180,25,4,72,57,192,26,FWD,5,4,4dr,30
Mazda,MAZDA6,2017,19,180,25,4,72,57,192,26,FWD,5,4,4dr,30
Mazda,MAZDA6,2019,19,220,25,4,72,57,192,23,FWD,5,4,4dr,29
Mazda,MX-5 Miata,2010,17,150,20,4,67,49,157,21,RWD,2,2,Convertible,27
Mazda,MX-5 Miata,2011,17,150,20,4,67,49,157,21,RWD,2,2,Convertible,27
Mazda,MX-5 Miata,2012,17,150,20,4,67,49,157,21,RWD,2,2,Convertible,28
Mazda,MX-5 Miata,2013,17,150,20,4,67,49,157,21,RWD,2,2,Convertible,27
Mazda,MX-5 Miata,2014,17,150,20,4,67,49,157,nan,RWD,2,2,Convertible,27
Mazda,MX-5 Miata,2015,17,150,20,4,67,49,157,21,RWD,2,2,Convertible,27
Mazda,MX-5 Miata,2016,17,150,20,4,68,48,154,27,RWD,2,2,Convertible,29
Mazda,MX-5 Miata,2017,17,150,20,4,68,48,154,26,RWD,2,2,Convertible,29
Mazda,MX-5 Miata,2019,17,180,20,4,68,48,154,26,RWD,2,2,Convertible,35
McLaren,570GT,2017,19,560,38,8,82,47,178,16,RWD,2,2,2dr,201
McLaren,570S,2016,19,560,38,8,76,46,178,16,RWD,2,2,2dr,184
McLaren,570S,2017,19,560,38,8,76,46,178,16,RWD,2,2,2dr,188
McLaren,570S,2019,19,560,38,8,76,46,178,nan,RWD,2,2,2dr,192
McLaren,720S,2017,19,710,40,8,76,47,178,nan,RWD,2,2,2dr,nan
McLaren,720S,2020,19,710,40,8,76,47,178,nan,RWD,2,2,2dr,299
Mercedes-Benz,A Class,2019,17,180,20,4,70,56,179,24,AWD,5,4,4dr,34
Mercedes-Benz,A Class,2020,17,180,20,4,70,56,179,24,AWD,5,4,4dr,34
Mercedes-Benz,AMG GT,2016,19,500,40,8,76,50,179,16,RWD,2,2,2dr,129
Mercedes-Benz,AMG GT,2017,19,450,40,8,76,50,179,16,RWD,2,2,2dr,111
Mercedes-Benz,AMG GT,2019,19,420,30,6,76,57,199,19,AWD,4,4,4dr,99
Mercedes-Benz,AMG GT,2020,19,420,30,6,76,57,199,nan,AWD,4,4,4dr,99
Mercedes-Benz,C Class,2011,17,220,30,6,69,56,182,18,AWD,5,4,4dr,37
Mercedes-Benz,C Class,2012,17,200,18,4,69,54,180,21,RWD,5,2,2dr,37
Mercedes-Benz,C Class,2013,17,200,18,4,69,54,180,21,RWD,5,2,2dr,37
Mercedes-Benz,C Class,2014,17,200,18,4,69,54,180,nan,RWD,4,2,2dr,38
Mercedes-Benz,C Class,2015,17,200,18,4,69,54,180,22,RWD,4,2,2dr,39
Mercedes-Benz,C Class,2016,18,460,40,8,72,56,187,18,RWD,5,4,4dr,65
Mercedes-Benz,C Class,2017,18,360,30,6,71,55,184,19,AWD,4,2,Convertible,60
Mercedes-Benz,C Class,2019,18,380,30,6,71,55,184,18,AWD,4,2,Convertible,63
Mercedes-Benz,C Class,2020,18,380,30,6,71,55,184,nan,AWD,4,2,Convertible,64
Mercedes-Benz,CLA Class,2014,17,200,20,4,70,56,182,24,AWD,5,4,4dr,31
Mercedes-Benz,CLA Class,2015,17,200,20,4,70,56,182,24,AWD,5,4,4dr,33
Mercedes-Benz,CLA Class,2016,18,370,20,4,70,55,184,23,AWD,5,4,4dr,49
Mercedes-Benz,CLA Class,2017,18,370,20,4,70,55,183,23,AWD,5,4,4dr,49
Mercedes-Benz,CLA Class,2019,19,370,20,4,70,55,184,23,AWD,5,4,4dr,53
Mercedes-Benz,CLA Class,2020,18,200,20,4,72,56,184,23,AWD,5,4,4dr,38
Mercedes-Benz,CLS Class,2011,19,380,55,8,73,55,193,14,RWD,4,4,4dr,74
Mercedes-Benz,CLS Class,2012,18,400,46,8,74,55,194,16,AWD,4,4,4dr,73
Mercedes-Benz,CLS Class,2013,18,400,46,8,74,55,194,16,AWD,4,4,4dr,74
Mercedes-Benz,CLS Class,2014,18,400,47,8,74,55,194,18,AWD,4,4,4dr,74
Mercedes-Benz,CLS Class,2015,18,320,30,6,74,55,194,19,AWD,4,4,4dr,68
Mercedes-Benz,CLS Class,2016,19,570,55,8,74,55,196,16,AWD,4,4,4dr,107
Mercedes-Benz,CLS Class,2017,19,550,55,8,74,55,196,16,AWD,4,4,4dr,108
Mercedes-Benz,CLS Class,2019,19,420,30,6,74,56,199,21,AWD,5,4,4dr,79
Mercedes-Benz,CLS Class,2020,19,420,30,6,74,56,199,21,AWD,5,4,4dr,81
Mercedes-Benz,E Class,2011,17,260,35,6,70,55,185,17,RWD,4,2,Convertible,56
Mercedes-Benz,E Class,2012,17,300,35,6,75,55,185,18,RWD,4,2,Convertible,57
Mercedes-Benz,E Class,2013,18,300,35,6,70,55,185,19,RWD,4,2,Convertible,59
Mercedes-Benz,E Class,2014,18,300,35,6,70,55,185,19,RWD,4,2,Convertible,60
Mercedes-Benz,E Class,2015,18,320,30,6,70,55,185,20,RWD,4,2,Convertible,61
Mercedes-Benz,E Class,2016,18,320,30,6,70,55,185,20,RWD,4,2,Convertible,62
Mercedes-Benz,E Class,2017,19,390,30,6,73,57,194,18,AWD,5,4,4dr,72
Mercedes-Benz,E Class,2019,19,420,30,6,73,56,190,20,AWD,4,2,Convertible,80
Mercedes-Benz,E Class,2020,19,420,30,6,73,56,190,20,AWD,4,2,Convertible,81
Mercedes-Benz,EQC,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mercedes-Benz,G Class,2011,19,500,55,8,73,76,184,11,4WD,5,4,SUV,124
Mercedes-Benz,G Class,2012,18,380,55,8,71,76,184,12,AWD,5,4,SUV,107
Mercedes-Benz,G Class,2013,18,380,55,8,71,76,184,12,AWD,5,4,SUV,113
Mercedes-Benz,G Class,2014,18,380,55,8,71,76,184,12,AWD,5,4,SUV,114
Mercedes-Benz,G Class,2015,18,380,55,8,71,76,184,12,AWD,5,4,SUV,115
Mercedes-Benz,G Class,2016,20,560,55,8,76,76,187,12,AWD,5,4,SUV,139
Mercedes-Benz,G Class,2017,20,560,55,8,76,76,187,12,AWD,5,4,SUV,141
Mercedes-Benz,G Class,2019,20,570,40,8,78,77,191,nan,AWD,5,4,SUV,147
Mercedes-Benz,G Class,2020,20,570,40,8,78,77,191,13,AWD,5,4,SUV,152
Mercedes-Benz,GLA Class,2015,18,200,20,4,71,60,173,24,AWD,5,4,SUV,33
Mercedes-Benz,GLA Class,2016,19,370,20,4,71,58,174,22,AWD,5,4,SUV,49
Mercedes-Benz,GLA Class,2017,19,370,20,4,71,58,175,22,AWD,5,4,SUV,49
Mercedes-Benz,GLA Class,2019,20,370,20,4,71,58,175,22,AWD,5,4,SUV,53
Mercedes-Benz,GLA Class,2020,18,200,20,4,71,60,173,23,AWD,5,4,SUV,36
Mercedes-Benz,GLB Class,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mercedes-Benz,GLC Class,2016,18,240,20,4,74,64,183,21,AWD,5,4,SUV,40
Mercedes-Benz,GLC Class,2017,20,360,30,6,76,62,186,nan,AWD,5,4,SUV,59
Mercedes-Benz,GLC Class,2019,20,360,30,6,76,62,186,19,AWD,5,4,SUV,61
Mercedes-Benz,GLC Class,2020,20,380,30,6,76,62,186,18,AWD,5,4,SUV,63
Mercedes-Benz,GLE Class,2016,20,550,55,8,75,69,191,13,AWD,5,4,SUV,99
Mercedes-Benz,GLE Class,2017,21,360,30,6,78,67,192,17,AWD,5,4,SUV,69
Mercedes-Benz,GLE Class,2019,21,380,30,6,78,67,192,17,AWD,5,4,SUV,71
Mercedes-Benz,GLE Class,2020,19,250,20,4,76,70,194,19,AWD,5,4,SUV,56
Mercedes-Benz,GLS Class,2017,21,570,55,8,76,72,203,13,AWD,7,4,SUV,124
Mercedes-Benz,GLS Class,2019,21,570,55,8,76,72,203,13,AWD,7,4,SUV,126
Mercedes-Benz,GLS Class,2020,19,360,30,6,77,71,205,19,AWD,7,4,SUV,75
Mercedes-Benz,Metris,2016,17,200,20,4,75,75,202,21,RWD,2,3,Van,28
Mercedes-Benz,Metris,2017,17,200,20,4,75,75,202,21,RWD,2,3,Van,28
Mercedes-Benz,Metris,2019,17,200,20,4,75,75,202,21,RWD,2,3,Van,26
Mercedes-Benz,Metris,2020,17,200,20,4,75,75,202,20,RWD,2,3,Van,31
Mercedes-Benz,S Class,2011,18,290,35,6,73,58,206,19,RWD,5,4,4dr,91
Mercedes-Benz,S Class,2012,18,240,30,6,73,58,206,21,AWD,5,4,4dr,92
Mercedes-Benz,S Class,2013,18,240,30,6,73,58,206,21,AWD,5,4,4dr,93
Mercedes-Benz,S Class,2014,18,440,47,8,74,58,206,nan,AWD,5,4,4dr,95
Mercedes-Benz,S Class,2015,19,440,47,8,74,55,197,16,AWD,4,2,2dr,119
Mercedes-Benz,S Class,2016,20,570,55,8,75,56,198,15,AWD,4,2,2dr,163
Mercedes-Benz,S Class,2017,20,570,55,8,75,56,198,14,AWD,4,2,Convertible,176
Mercedes-Benz,S Class,2019,20,600,40,8,75,56,198,15,AWD,4,2,Convertible,180
Mercedes-Benz,S Class,2020,20,600,40,8,75,56,198,nan,AWD,4,2,Convertible,183
Mercedes-Benz,SL Class,2011,18,380,55,8,81,51,180,13,RWD,2,2,Convertible,102
Mercedes-Benz,SL Class,2012,18,380,55,8,71,51,180,14,RWD,2,2,Convertible,103
Mercedes-Benz,SL Class,2013,18,420,46,8,73,51,181,17,RWD,2,2,Convertible,105
Mercedes-Benz,SL Class,2014,18,420,47,8,73,51,181,18,RWD,2,2,Convertible,106
Mercedes-Benz,SL Class,2015,18,320,30,6,73,51,181,20,RWD,2,2,Convertible,84
Mercedes-Benz,SL Class,2016,19,570,55,8,73,51,182,16,RWD,2,2,Convertible,149
Mercedes-Benz,SL Class,2017,19,570,55,8,73,51,182,16,RWD,2,2,Convertible,151
Mercedes-Benz,SL Class,2019,19,570,55,8,73,51,182,15,RWD,2,2,Convertible,154
Mercedes-Benz,SL Class,2020,19,360,30,6,73,51,182,20,RWD,2,2,Convertible,91
Mercedes-Benz,SLC Class,2017,18,360,30,6,71,51,163,20,RWD,2,2,Convertible,60
Mercedes-Benz,SLC Class,2019,18,380,30,6,71,51,163,20,RWD,2,2,Convertible,63
Mercedes-Benz,SLC Class,2020,18,380,30,6,71,51,163,20,RWD,2,2,Convertible,64
MINI,Clubman,2010,15,110,16,4,66,56,155,28,FWD,4,2,2dr,20
MINI,Clubman,2011,15,120,16,4,66,56,155,28,FWD,4,2,2dr,21
MINI,Clubman,2012,15,110,16,4,66,56,155,27,FWD,4,2,2dr,21
MINI,Clubman,2013,15,120,16,4,66,56,155,27,FWD,4,2,2dr,21
MINI,Clubman,2014,15,120,16,4,66,56,155,28,FWD,4,3,3dr,21
MINI,Clubman,2016,16,130,15,3,70,56,168,nan,FWD,5,4,4dr,24
MINI,Clubman,2017,16,130,15,3,70,56,168,22,AWD,5,4,4dr,25
MINI,Clubman,2019,16,130,15,3,70,56,168,22,AWD,5,4,4dr,26
MINI,Clubman,2020,17,180,20,4,70,56,168,23,AWD,5,4,4dr,32
MINI,Cooper Countryman,2011,17,180,16,4,70,61,161,25,AWD,4,4,4dr,26
MINI,Cooper Countryman,2012,17,180,16,4,70,61,161,25,AWD,4,4,4dr,27
MINI,Cooper Countryman,2013,18,210,16,4,70,61,161,25,AWD,5,4,4dr,34
MINI,Cooper Countryman,2014,18,200,16,4,70,61,161,25,AWD,5,4,SUV,34
MINI,Cooper Countryman,2015,18,200,16,4,70,61,161,25,AWD,5,4,SUV,35
MINI,Cooper Countryman,2016,18,200,16,4,70,61,161,25,AWD,5,4,SUV,35
MINI,Cooper Countryman,2017,17,130,15,3,71,61,169,22,AWD,5,4,SUV,28
MINI,Cooper Countryman,2019,17,130,15,3,71,61,169,22,AWD,5,4,SUV,28
MINI,Cooper Countryman,2020,17,130,15,3,71,61,169,24,AWD,5,4,SUV,30
MINI,Cooper,2011,16,120,16,4,66,55,146,28,FWD,4,2,Convertible,24
MINI,Cooper,2012,16,120,16,4,66,55,146,27,FWD,4,2,Convertible,24
MINI,Cooper,2013,16,120,16,4,66,55,145,27,FWD,4,2,Convertible,25
MINI,Cooper,2014,16,120,16,4,66,55,146,28,FWD,4,2,Convertible,25
MINI,Cooper,2015,16,120,16,4,66,55,146,27,FWD,4,2,Convertible,25
MINI,Cooper,2016,15,130,15,3,68,55,151,27,FWD,4,2,Convertible,25
MINI,Cooper,2017,15,130,15,3,68,55,151,28,FWD,4,2,Convertible,25
MINI,Cooper,2019,15,130,15,3,68,55,151,28,FWD,4,2,Convertible,26
MINI,Cooper,2020,17,220,20,4,68,55,152,26,FWD,4,2,2dr,33
Mitsubishi,Eclipse Cross,2019,16,150,15,4,71,66,173,26,FWD,5,4,SUV,23
Mitsubishi,Eclipse Cross,2020,16,150,15,4,71,66,173,26,FWD,5,4,SUV,22
Mitsubishi,Mirage,1999,13,920,15,4,66,52,168,28,FWD,5,2,2dr,11
Mitsubishi,Mirage,2000,14,920,15,4,66,52,168,28,FWD,5,2,2dr,12
Mitsubishi,Mirage,2001,14,920,15,4,66,52,168,28,FWD,5,2,2dr,12
Mitsubishi,Mirage,2002,14,920,15,4,66,53,168,28,FWD,5,2,2dr,12
Mitsubishi,Mirage,2014,14,740,12,3,65,59,148,37,FWD,5,4,4dr,13
Mitsubishi,Mirage,2015,14,740,12,3,65,59,148,37,FWD,5,4,4dr,14
Mitsubishi,Mirage,2017,14,780,12,3,65,59,149,37,FWD,5,4,4dr,14
Mitsubishi,Mirage,2019,14,780,12,3,65,59,149,36,FWD,5,4,4dr,14
Mitsubishi,Outlander Sport,2011,16,140,20,4,69,64,169,25,FWD,5,4,SUV,19
Mitsubishi,Outlander Sport,2012,16,140,20,4,69,64,169,25,FWD,5,4,SUV,19
Mitsubishi,Outlander Sport,2013,18,140,20,4,69,64,169,25,FWD,5,4,SUV,20
Mitsubishi,Outlander Sport,2014,18,140,20,4,69,64,169,nan,FWD,5,4,SUV,19
Mitsubishi,Outlander Sport,2015,18,160,24,4,69,64,169,23,FWD,5,4,SUV,21
Mitsubishi,Outlander Sport,2016,18,140,20,4,71,64,171,24,FWD,5,4,SUV,20
Mitsubishi,Outlander Sport,2017,18,140,20,4,71,64,171,23,4WD,5,4,SUV,22
Mitsubishi,Outlander Sport,2019,18,140,20,4,71,64,171,23,4WD,5,4,SUV,23
Mitsubishi,Outlander Sport,2020,18,140,20,4,71,64,171,23,4WD,5,4,SUV,26
Mitsubishi,Outlander,2011,16,160,24,4,70,67,183,23,FWD,5,4,SUV,21
Mitsubishi,Outlander,2012,16,160,24,4,70,66,183,23,FWD,5,4,SUV,22
Mitsubishi,Outlander,2013,16,160,24,4,70,66,183,23,FWD,5,4,SUV,22
Mitsubishi,Outlander,2014,16,160,24,4,70,66,183,25,FWD,7,4,SUV,22
Mitsubishi,Outlander,2015,16,160,24,4,70,66,183,25,FWD,7,4,SUV,23
Mitsubishi,Outlander,2016,18,160,24,4,71,66,184,25,FWD,7,4,SUV,22
Mitsubishi,Outlander,2017,18,160,24,4,71,66,184,25,FWD,7,4,SUV,23
Mitsubishi,Outlander,2019,18,160,24,4,71,66,184,24,4WD,7,4,SUV,26
Mitsubishi,Outlander,2020,18,160,24,4,71,67,184,25,FWD,7,4,SUV,24
Nissan,370Z,2011,18,330,37,6,72,51,167,19,RWD,2,2,2dr,32
Nissan,370Z,2012,18,330,37,6,72,51,167,19,RWD,2,2,2dr,33
Nissan,370Z,2013,18,330,37,6,72,51,167,19,RWD,2,2,2dr,34
Nissan,370Z,2014,18,330,37,6,72,51,167,19,RWD,2,2,2dr,31
Nissan,370Z,2015,18,330,37,6,72,51,167,19,RWD,2,2,2dr,31
Nissan,370Z,2016,18,330,37,6,72,51,167,19,RWD,2,2,2dr,31
Nissan,370Z,2017,18,330,37,6,72,51,167,nan,RWD,2,2,2dr,31
Nissan,370Z,2019,18,330,37,6,72,51,167,19,RWD,2,2,2dr,31
Nissan,370Z,2020,18,330,37,6,72,51,167,19,RWD,2,2,2dr,31
Nissan,Altima,2011,17,170,25,4,70,55,180,23,FWD,5,2,2dr,23
Nissan,Altima,2012,17,170,25,4,70,55,180,23,FWD,5,2,2dr,24
Nissan,Altima,2013,17,170,25,4,70,55,180,23,FWD,5,2,2dr,25
Nissan,Altima,2014,16,180,25,4,72,57,191,27,FWD,5,4,4dr,22
Nissan,Altima,2015,16,180,25,4,72,57,191,27,FWD,5,4,4dr,22
Nissan,Altima,2016,16,180,25,4,72,57,191,27,FWD,5,4,4dr,22
Nissan,Altima,2017,16,170,25,4,72,57,191,27,FWD,5,4,4dr,22
Nissan,Altima,2019,19,230,20,4,72,56,192,25,FWD,5,4,4dr,35
Nissan,Altima,2020,19,230,20,4,72,56,192,25,FWD,5,4,4dr,35
Nissan,Armada,2010,20,310,56,8,79,77,207,12,RWD,8,4,SUV,49
Nissan,Armada,2011,20,310,56,8,79,77,207,13,RWD,8,4,SUV,50
Nissan,Armada,2012,20,310,56,8,79,77,207,13,RWD,8,4,SUV,52
Nissan,Armada,2013,20,310,56,8,79,77,207,13,RWD,8,4,SUV,49
Nissan,Armada,2014,20,310,56,8,79,77,207,13,RWD,8,4,SUV,49
Nissan,Armada,2015,20,310,56,8,79,77,207,13,RWD,8,4,SUV,49
Nissan,Armada,2017,20,390,56,8,79,75,208,14,RWD,8,4,SUV,57
Nissan,Armada,2019,20,390,56,8,79,75,208,14,RWD,8,4,SUV,60
Nissan,Armada,2020,20,390,56,8,79,75,208,14,RWD,8,4,SUV,60
Nissan,Frontier,2010,18,260,40,6,72,73,nan,15,RWD,5,4,Pickup,27
Nissan,Frontier,2011,18,260,40,6,72,73,nan,15,RWD,5,4,Pickup,29
Nissan,Frontier,2012,18,260,40,6,72,73,nan,15,RWD,5,4,Pickup,30
Nissan,Frontier,2013,18,260,40,6,72,73,nan,16,RWD,5,4,Pickup,31
Nissan,Frontier,2014,18,260,40,6,72,70,219,16,RWD,5,4,Pickup,31
Nissan,Frontier,2015,18,260,40,6,72,70,219,16,RWD,5,4,Pickup,32
Nissan,Frontier,2016,16,260,40,6,72,70,219,16,RWD,5,4,Pickup,26
Nissan,Frontier,2017,16,260,40,6,72,70,205,15,4WD,5,4,Pickup,28
Nissan,Frontier,2019,16,260,40,6,72,70,nan,16,RWD,5,4,Pickup,27
Nissan,GT-R,2011,20,480,38,6,74,54,183,15,AWD,4,2,2dr,84
Nissan,GT-R,2012,20,530,38,6,74,53,183,16,AWD,4,2,2dr,95
Nissan,GT-R,2013,20,540,38,6,74,53,183,16,AWD,4,2,2dr,106
Nissan,GT-R,2014,20,540,38,6,74,53,183,16,AWD,4,2,2dr,109
Nissan,GT-R,2015,20,540,38,6,74,53,183,16,AWD,4,2,2dr,111
Nissan,GT-R,2016,20,540,38,6,74,53,183,16,AWD,4,2,2dr,111
Nissan,GT-R,2017,20,600,38,6,74,53,184,16,AWD,4,2,2dr,174
Nissan,GT-R,2019,20,600,38,6,74,53,184,16,AWD,4,2,2dr,175
Nissan,GT-R,2020,20,600,38,6,74,53,184,16,AWD,4,2,2dr,210
Nissan,Kicks,2019,16,120,16,4,69,62,169,31,FWD,5,4,SUV,18
Nissan,Kicks,2020,16,120,16,4,69,62,169,nan,FWD,5,4,SUV,18
Nissan,Leaf,2011,16,100,nan,nan,69,61,175,nan,FWD,5,4,4dr,33
Nissan,Leaf,2012,16,100,nan,nan,69,61,175,nan,FWD,5,4,4dr,37
Nissan,Leaf,2013,16,100,nan,nan,69,61,175,nan,FWD,5,4,4dr,28
Nissan,Leaf,2014,16,100,nan,nan,69,61,175,nan,FWD,5,4,4dr,28
Nissan,Leaf,2015,16,100,nan,nan,69,61,175,nan,FWD,5,4,4dr,29
Nissan,Leaf,2016,16,100,nan,nan,69,61,175,nan,FWD,5,4,4dr,29
Nissan,Leaf,2017,16,100,nan,nan,69,61,175,nan,FWD,5,4,4dr,30
Nissan,Leaf,2019,16,140,nan,nan,70,61,176,nan,FWD,5,4,4dr,29
Nissan,Maxima,2010,18,290,35,6,73,57,190,19,FWD,5,4,4dr,30
Nissan,Maxima,2011,18,290,35,6,73,57,190,19,FWD,5,4,4dr,31
Nissan,Maxima,2012,18,290,35,6,73,57,190,19,FWD,5,4,4dr,32
Nissan,Maxima,2013,18,290,35,6,73,57,190,19,FWD,5,4,4dr,31
Nissan,Maxima,2014,18,290,35,6,73,57,190,19,FWD,5,4,4dr,31
Nissan,Maxima,2016,18,300,35,6,73,56,192,22,FWD,5,4,4dr,39
Nissan,Maxima,2017,18,300,35,6,73,56,192,21,FWD,5,4,4dr,40
Nissan,Maxima,2019,19,300,35,6,73,56,192,20,FWD,5,4,4dr,41
Nissan,Murano,2011,18,260,35,6,74,67,189,18,FWD,5,4,SUV,38
Nissan,Murano,2012,18,260,35,6,74,67,189,18,FWD,5,4,SUV,38
Nissan,Murano,2013,18,260,35,6,74,67,189,18,FWD,5,4,SUV,37
Nissan,Murano,2014,20,260,35,6,74,67,189,18,AWD,5,4,SUV,39
Nissan,Murano,2015,20,260,35,6,75,66,192,21,AWD,5,4,SUV,40
Nissan,Murano,2016,20,260,35,6,75,66,192,21,AWD,5,4,SUV,40
Nissan,Murano,2017,20,260,35,6,75,66,192,21,AWD,5,4,SUV,41
Nissan,Murano,2019,20,260,35,6,75,66,192,20,AWD,5,4,SUV,45
Nissan,Murano,2020,20,260,35,6,75,66,192,20,AWD,5,4,SUV,45
Nissan,NV200,2013,15,130,20,4,68,73,nan,24,FWD,2,4,Van,19
Nissan,NV200,2014,15,130,20,4,68,73,186,24,FWD,2,4,Van,20
Nissan,NV200,2015,15,130,20,4,68,73,186,24,FWD,2,4,Van,20
Nissan,NV200,2016,15,130,20,4,68,73,186,nan,FWD,2,4,Van,20
Nissan,NV200,2017,15,130,20,4,68,73,186,24,FWD,2,4,Van,21
Nissan,NV200,2019,15,130,20,4,68,73,186,24,FWD,2,4,Van,22
Nissan,NV200,2020,15,130,20,4,68,73,186,24,FWD,2,4,Van,22
